Filename,BACKGROUND,FEATHER,OUTWEAR,BEAK,HEADWEAR,EYES,EYEWEAR,RARITYSCORE,RANK
1591,thunder,pink,white shirt,big,none,eyebrow,none,0.11999881927671999,2013
946,grey,brown,none,big,chef hat,normal,none,0.11992018298832696,2014
812,purple,black,none,big,frogi,normal,none,0.1196662910689907,2015
1282,grey,pink,none,small,gm,normal,none,0.11966627516910971,2016
587,rain,grey,bowtie,big,none,eyebrow,none,0.11955576161021267,2017
254,doom gloom,purple,white shirt,normal,none,eyebrow,none,0.11949306450750946,2018
1546,grey,blue,gladiator armor,big,none,eyebrow,none,0.1194340841435423,2019
573,blue sky,blue,none,cigar,none,unibrow,none,0.11941537672274655,2020
1769,blue,purple,none,small,lamp,normal,none,0.11938925250396494,2021
1076,grey,yellow,none,big,bowler hat,normal,none,0.11924956316106902,2022
1363,teal,green,none,small,headband,normal,none,0.11920927541472817,2023
757,space,blue,firefighter uniform,normal,none,normal,none,0.11911447015583025,2024
1599,blue,blue,none,small,cavalier hat ,normal,none,0.1191113982445517,2025
1835,teal,yellow,flower,small,none,eyebrow,none,0.11897400298675972,2026
319,teal,pink,none,small,plunger,normal,none,0.11894102501656963,2027
1917,blue,black skull,green jacket,normal,none,eyebrow,none,0.11883816646737912,2028
1747,ninja,brown,green jacket,normal,none,normal,none,0.1188115930936445,2029
1530,grey,yellow,none,big,cavalier hat ,normal,none,0.11875837502905545,2030
1053,purple,yellow,none,small,leprechaun's hat,normal,none,0.11859328081445647,2031
548,graveyard,grey ninja,none,normal,none,pumped up,none,0.1183129813788383,2032
1394,grey,pink,none,big,bucket,normal,none,0.11824401507374234,2033
792,purple,boorb,none,worm,none,black red,none,0.11822652362800455,2034
896,blue,yellow,none,big,headlamp,normal,none,0.11801977361573135,2035
775,rain,blue,karate uniform,normal,none,eyebrow,none,0.11801155784160654,2036
026,rain,blue,none,moustache small,none,heart,none,0.11793733688239282,2037
424,blue,grey,purple jacket,small,none,eyebrow,none,0.11784890203392102,2038
1614,teal,grey,witch robe,big,none,eyebrow,none,0.11780995565963959,2039
2099,grey,grey,none,normal,gm,normal,none,0.11778884900937248,2040
127,grey,grey,none,moustache normal,none,machine gold,none,0.11772647161169042,2041
1855,purple,pink,none,small,poisoned apple,normal,none,0.11759711099588839,2042
547,doom gloom,yellow,karate uniform,normal,none,eyebrow,none,0.1175268660586452,2043
1955,doom gloom,grey,leather jacket black,small,none,normal,none,0.11740464970486794,2044
1741,thunder,brown,tracksuit navy blue,normal,none,eyebrow,none,0.11735482657121495,2045
696,purple,grey,purple jacket,big,none,eyebrow,none,0.11722667726753698,2046
458,grey,pink love,gold necklace,big,none,normal,none,0.117211587072246,2047
1929,graveyard,purple glitch,none,normal,none,black red,none,0.1169855651452466,2048
489,purple,pink,none,big,beanie,normal,none,0.11684022895435209,2049
902,teal,black,gold necklace,small,none,eyebrow,none,0.11680411883127896,2050
758,teal,black skull,none,moustache big,none,pumped up,none,0.11656263974192499,2051
471,purple,fire blue,medal,normal,none,normal,none,0.11645218329801926,2052
1803,teal,grey,pink dress,small,none,eyebrow,none,0.11640719305439182,2053
1956,teal,pink love,sailor costume,big,none,normal,none,0.1162847693884336,2054
1587,diplo sky,green,none,small,none,red laser gold,none,0.11617753197812124,2055
1662,thunder,yellow,leather jacket black,small,none,normal,none,0.11602124516131354,2056
881,blue,purple,green jacket,big,none,eyebrow,none,0.11599824019502174,2057
2115,grey,yellow,cross necklace,small,none,eyebrow,none,0.11597235027976842,2058
056,teal,black skull,medal,small,none,normal,none,0.1157916972690065,2059
1371,purple,blue,green jacket,big,none,eyebrow,none,0.11570391544611514,2060
1515,rain,blue,none,moustache normal,none,pumped up,none,0.11547991148497275,2061
400,teal,pink,cop uniform,big,none,eyebrow,none,0.11546298500794261,2062
1904,rainbow,black,none,moustache small,none,unibrow,none,0.11533634655252624,2063
802,teal,yellow,karate uniform,small,none,eyebrow,none,0.11532317618030681,2064
1304,purple,green,none,normal,bullseye cap,normal,none,0.11522661178741458,2065
1183,grey,brown,bowtie,big,none,eyebrow,none,0.11512258930913587,2066
2149,purple,blue,bowtie,small,none,eyebrow,none,0.11505626838899853,2067
219,rain,grey,scarf,small,none,normal,none,0.11505611929532202,2068
1435,purple,grey,tracksuit navy blue,big,none,eyebrow,none,0.11503302424701252,2069
2156,blue,yellow,none,normal,sombrero hat,normal,none,0.11501701905513383,2070
1510,rain,green,none,worm,none,pumped up,none,0.11495414943983262,2071
672,teal,pink,gold necklace,big,none,eyebrow,none,0.11492917555344448,2072
1966,rainbow,green,none,small,none,not normal,none,0.11484774350127527,2073
1973,thunder,blue,sailor costume,big,none,normal,none,0.11484051789429804,2074
726,purple,yellow,cop uniform,big,none,eyebrow,none,0.11481100231762251,2075
1967,grey,robot,none,small,none,red laser,none,0.11461193267491517,2076
1932,purple,black,bowtie,big,none,eyebrow,none,0.11451349717435941,2077
158,doom gloom,pink,none,worm,none,black red,none,0.11444863748899899,2078
1622,blue,brown,none,moustache small,none,machine,none,0.11443538441150382,2079
817,thunder,yellow,baseball jersey,small,none,normal,none,0.1143789352982995,2080
1209,blue,yellow belly,firefighter uniform,small,none,normal,none,0.11433056834156478,2081
1387,blue,yellow,none,normal,pirate hat,normal,none,0.11427939273045591,2082
1490,thunder,pink,none,moustache big,none,pumped up,none,0.11416134344788241,2083
360,teal,black,green jacket,normal,none,eyebrow,none,0.11382800769459489,2084
491,green chart,yellow,none,worm,none,unibrow,none,0.11376228246043801,2085
1336,doom gloom,black,none,cigar,none,unibrow,none,0.11329588340492137,2086
239,purple,pink love,gold necklace,normal,none,normal,none,0.11292355078999718,2087
1228,doom gloom,pink,farmer outfit,normal,none,normal,none,0.11285999513780158,2088
1526,graveyard,green,none,normal,none,not normal,none,0.11285355745142008,2089
257,blue,blue,firefighter uniform,normal,none,eyebrow,none,0.11267049873027546,2090
440,teal,brown,karate uniform,normal,none,eyebrow,none,0.11250095440471243,2091
1767,grey,pink,firefighter uniform,normal,none,eyebrow,none,0.11242041401691935,2092
1138,purple,yellow,clown outfit,normal,none,eyebrow,none,0.11209367611307522,2093
501,red chart,pink,none,normal,none,freezing beam,none,0.11203169166898853,2094
1508,rainbow,pink love,none,cigar,none,eyebrow,none,0.11197321789369111,2095
969,teal,purple,none,gold small,none,unibrow,none,0.11191734988185503,2096
966,thunder,brown,none,silver,none,unibrow,none,0.1118515322963446,2097
790,blue,brown,none,worm,none,heart,none,0.11158238691432941,2098
396,teal,grey,none,moustache normal,none,normal gold,none,0.1115445855040711,2099
1121,purple,purple,crewneck sweatshirt: pink,big,none,normal,none,0.11118306158931708,2100
2068,grey,yellow belly,none,small,none,freezing beam,none,0.11109365605991577,2101
2018,teal,green,none,moustache normal,none,normal gold,none,0.1109365624909171,2102
679,purple,pink,firefighter uniform,normal,none,eyebrow,none,0.11083063038435689,2103
173,doom gloom,pink love,none,big,none,crying,none,0.11069216519631356,2104
1199,grey,purple,bowtie,big,none,normal,none,0.11019717059696331,2105
022,diplo sky,pink,none,small,none,crying,none,0.11017669262706323,2106
1125,purple,pink,leather jacket black,small,none,normal,none,0.11014522306024142,2107
427,purple,brown,none,moustache small,none,pumped up,none,0.10988393232602035,2108
948,rainbow,purple,none,big,none,pumped up,none,0.10977755546108035,2109
1524,grey,green,cross necklace,big,none,normal,none,0.10972314129746365,2110
595,doom gloom,green,none,small,none,green laser,none,0.10967677929426899,2111
2046,thunder,yellow belly,none,small,none,crying,none,0.10943063400832746,2112
1868,aries constellation,robot,none,cigar,none,normal,none,0.10940316377842547,2113
1783,teal,brown,tracksuit navy blue,big,none,normal,none,0.10910170972579977,2114
082,purple,black,chef,normal,none,normal,none,0.10878505298803724,2115
1299,blue,robot,none,normal,none,machine,none,0.10858450578413412,2116
188,thunder,yellow belly,none,small,none,black red,none,0.10833266778081915,2117
2029,blue,green,firefighter uniform,big,none,normal,none,0.10814073447500883,2118
1952,grey,grey,medal,normal,none,normal,none,0.10776284574658383,2119
1688,purple,yellow,bowtie,small,none,normal,none,0.1076478696514402,2120
1717,purple,blue,none,cigar,none,unibrow,none,0.10756751977978832,2121
909,green chart,grey,none,normal,none,normal gold,none,0.10731957243891532,2122
1545,teal,brown,none,pipe,none,unibrow,none,0.10727470624257358,2123
1693,doom gloom,black skull,none,normal,none,pumped up,none,0.10720639516446674,2124
666,doom gloom,yellow belly,none,normal,none,crying,none,0.10700865603710795,2125
1811,diplo sky,stone,none,worm,none,normal,none,0.10644932143355759,2126
516,grey,pink,firefighter uniform,normal,none,normal,none,0.10644265615324097,2127
1481,diplo sky,brown,none,silver,none,eyebrow,none,0.10632022013578638,2128
119,grey,black,none,moustache small,none,unibrow,none,0.1057249843398157,2129
1166,teal,blue,none,big,none,freezing beam,none,0.10543096568086223,2130
562,doom gloom,gold,none,silver,none,normal,none,0.10465432797589933,2131
421,doom gloom,grey,none,big,none,crying,none,0.10447932149960748,2132
724,pink sky,green,none,silver,none,eyebrow,none,0.10443108670246537,2133
2181,teal,stone,none,pipe,none,eyebrow,none,0.10435687873729425,2134
142,grey,green,none,moustache normal,none,unibrow,none,0.10422880328526658,2135
1491,blue,yellow,none,small,none,red laser,none,0.103977908095842,2136
054,teal,yellow,none,worm,none,unibrow,none,0.10384238027928663,2137
1887,aries constellation,purple,none,moustache big,none,eyebrow,none,0.10350149249623418,2138
407,purple,pink love,none,normal,none,normal gold,none,0.10294293104794118,2139
1833,grey,gold,none,moustache big,none,eyebrow,none,0.10239659443929452,2140
1499,grey,brown,none,normal,none,red laser gold,none,0.10235165416644762,2141
1682,red chart,yellow belly,none,moustache small,none,normal,none,0.10229351004848782,2142
1570,grey,black,none,small,none,heart,none,0.10225408898192757,2143
1202,blue,black,none,normal,none,freezing beam,none,0.10225104112960957,2144
1117,teal,pink love,none,pipe,none,eyebrow,none,0.1019721237387272,2145
453,grey,purple,none,small,none,normal gold,none,0.10163391293041674,2146
428,cancer constellation,fire red,none,big,none,eyebrow,none,0.10155996904259328,2147
1153,rain,blue,none,normal,none,pumped up,none,0.10141757447998338,2148
084,teal,grey,none,normal,none,machine,none,0.10113204074483803,2149
2048,teal,black,none,small,none,normal gold,none,0.10081860507616931,2150
1536,space,green,none,silver,none,normal,none,0.10062901847285206,2151
1089,purple,stone,none,moustache small,none,eyebrow,none,0.1004926951505765,2152
1737,teal,purple,none,gold big,none,eyebrow,none,0.10044877183094894,2153
1029,rain,purple,none,cigar,none,eyebrow,none,0.10040950416317078,2154
1948,pink sky,black,none,normal,none,unibrow,none,0.10000174224261488,2155
1328,rain,pink,none,normal,none,black red,none,0.09924740165157306,2156
1577,rain,stone,none,moustache big,none,normal,none,0.09886189101945397,2157
1884,purple,grey,none,small,none,black red,none,0.09837491753004413,2158
664,purple,purple,none,normal,none,normal gold,none,0.09759837288782824,2159
1902,thunder,purple,none,moustache normal,none,eyebrow,none,0.09720428366640842,2160
612,thunder,black skull,none,moustache small,none,normal,none,0.09709625524892995,2161
1602,blue,yellow belly,none,moustache big,none,eyebrow,none,0.09663221359933917,2162
734,sun,black skull,none,big,none,eyebrow,none,0.09635711555461876,2163
165,thunder,green,none,moustache big,none,eyebrow,none,0.09615142807851575,2164
687,grey,yellow,none,pipe,none,eyebrow,none,0.09606781935081156,2165
864,purple,purple,none,pipe,none,eyebrow,none,0.09589196790498226,2166
198,grey,purple,none,small,none,unibrow,none,0.0949099177389232,2167
1118,purple,pink,none,normal,none,black red,none,0.09482669017321126,2168
870,green chart,red glitch,none,big,none,normal,none,0.09479489925969824,2169
605,grey,black,none,small,none,unibrow,none,0.09472262633736633,2170
2183,rain,grey,none,pipe,none,normal,none,0.09460383039895935,2171
2124,purple,pink,none,pipe,none,eyebrow,none,0.09447274785705455,2172
2166,grey,black,none,big,none,unibrow,none,0.09441558378846077,2173
814,ninja,pink ninja,none,normal,none,normal,none,0.0943527907301568,2174
543,doom gloom,pink,none,pipe,none,normal,none,0.09435254169220537,2175
1802,teal,blue,none,big,none,unibrow,none,0.09398253278775635,2176
465,blue,black,none,gold small,none,normal,none,0.09370108886293835,2177
857,blue,black,none,small,none,unibrow,none,0.09357447329085279,2178
1824,blue,blue,none,big,none,unibrow,none,0.09340946856344078,2179
2193,purple,blue,none,moustache small,none,eyebrow,none,0.09305219395569836,2180
619,blue,pink love,none,worm,none,normal,none,0.09303007005079764,2181
143,teal,black skull,none,moustache big,none,normal,none,0.0924905277492227,2182
253,doom gloom,black,none,moustache big,none,normal,none,0.0921224455270012,2183
1908,blue sky,black,none,big,none,eyebrow,none,0.09211454479857724,2184
362,purple,brown,none,moustache small,none,eyebrow,none,0.09208768454154749,2185
1978,teal,purple,none,normal,none,unibrow,none,0.09188842524452852,2186
2057,graveyard,yellow,none,big,none,eyebrow,none,0.09166313774117989,2187
1934,grey,green,none,normal,none,unibrow,none,0.09153654764897011,2188
1831,sun,green,none,small,none,eyebrow,none,0.09130241758123765,2189
597,rain,brown,none,moustache small,none,normal,none,0.09125583209212046,2190
639,rain,black skull,none,big,none,eyebrow,none,0.09122223682951165,2191
2145,grey,pink,none,pipe,none,normal,none,0.09073241017511735,2192
212,teal,green,none,cigar,none,normal,none,0.09067669796454804,2193
183,teal,brown,none,pipe,none,normal,none,0.09054378875519972,2194
2189,teal,robot,none,small,none,eyebrow,none,0.09044093679621994,2195
2014,teal,pink,none,silver,none,normal,none,0.09022489578236291,2196
1544,rainbow,yellow belly,none,normal,none,normal,none,0.08881931475799643,2197
014,purple,blue,none,moustache small,none,normal,none,0.08810430714158746,2198
1068,grey,pink,none,worm,none,normal,none,0.08796097847333982,2199
1341,blue,blue,none,moustache normal,none,normal,none,0.08772932937713354,2200
991,thunder,purple,none,small,none,eyebrow,none,0.08764010183464294,2201
2100,purple,black,none,moustache big,none,normal,none,0.08733512077159125,2202
2136,beach,brown,none,small,none,normal,none,0.08684165634631263,2203
1081,red chart,purple,none,normal,none,normal,none,0.08555725997119121,2204
1254,red chart,black,none,normal,none,normal,none,0.0853884247270448,2205
910,thunder,pink,none,normal,none,eyebrow,none,0.08410397022820205,2206
730,rain,yellow belly,none,normal,none,normal,none,0.08400826854193827,2207
837,grey,robot,none,normal,none,normal,none,0.08391990417244892,2208
2192,blue,blue,none,big,none,eyebrow,none,0.08326868527903054,2209
1790,blue,grey,none,big,none,eyebrow,none,0.082939884942292,2210
711,blue,brown,none,big,none,eyebrow,none,0.08240558439509194,2211
370,rain,purple,none,big,none,normal,none,0.08238839727776241,2212
248,blue,pink,none,small,none,eyebrow,none,0.08234370042927487,2213
1748,doom gloom,pink,none,small,none,normal,none,0.08207074937606772,2214
307,rain,brown,none,small,none,normal,none,0.08175921839424734,2215
1265,teal,green,none,normal,none,eyebrow,none,0.08110455373749728,2216
1314,grey,purple,none,small,none,normal,none,0.08010745350441223,2217
2041,grey,green,none,small,none,normal,none,0.07931704942444763,2218
1991,blue,blue,none,big,none,normal,none,0.07884101933795001,2219
1645,blue,yellow,none,small,none,normal,none,0.07816042478743274,2220
